so_can_cuoc,dac_diem_nhan_dang,ho_ten,ten_khac,ngay_sinh,gioi_tinh,que_quan,thuong_tru,tam_tru,quoc_tich,dan_toc,so_ho_chieu,trang_thai,ngay_xac_thuc,id_nguoi_xac_thuc,ghi_chu,quan_he_chu_ho
NK0351,,Ngô Yên,,1965-01-10,Khác,Hà Nội,Số nhà 11 Đường Hoàng Văn Thụ Phường Tân Định Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0351,Đã xác thực,2022-06-18,326,,
NK0352,,Phạm Tấn Thành,,1996-09-18,Nữ,Hà Nội,Số nhà 20 Đường Lê Lợi Phường Quận 3 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0352,Đã xác thực,2023-02-04,444,,
NK0353,,Hoàng Quang Hòa,Esme,2000-09-22,Nam,Hà Nội,Số nhà 36 Đường Nguyễn Đình Chiểu Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0353,Chưa xác thực,2023-01-01,"",,
NK0354,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,Võ Quang Hải,Kelci,1981-01-23,Nam,Hà Nội,Số nhà 55 Đường Lê Văn Lương Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0354,Chưa xác thực,2022-04-20,"",sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,
NK0355,,Đỗ Cẩm Ly,Laural,1992-01-05,Nam,Trà Vinh,Số nhà 86 Đường Trần Bình Trọng Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0355,Chưa xác thực,2022-04-15,"",,
NK0356,,Hoàng Công Ân,Austen,2005-01-07,Nam,Thành phố Hồ Chí Minh,Số nhà 70 Đường Trần Quốc Toản Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0356,Đã xác thực,2022-06-17,74,,
NK0357,,Đặng,,2015-05-22,Nữ,Nghệ An,Số nhà 13 Đường Nguyễn Văn Cừ Phường Tân Phú Thành phố Đà Nẵng,,Việt Nam,Kinh,HC0357,Đã xác thực,2022-06-18,345,,
NK0358,vitae nisl aenean lectus pellentesque eget nunc donec quis,Ngô Xuân Ninh,Jazmin,1988-02-01,Nam,Long An,Số nhà 19 Đường Phạm Văn Đồng Phường Tân An Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0358,Chưa xác thực,2022-06-22,"",justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,
NK0359,,Đỗ Ánh Tuyết,Garrek,1975-05-05,Nam,Hà Nội,Số nhà 61 Đường Nguyễn Văn Trỗi Phường Quận 6 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0359,Đã xác thực,2023-01-17,165,,
NK0360,mauris vulputate elementum nullam varius nulla facilisi cras non velit,Ngô Thế Hùng,Quinn,1998-03-23,Nam,Thừa Thiên Huế,Số nhà 26 Đường Đồng Văn Cừ Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0360,Chưa xác thực,2022-08-15,"",nisl ut volutpat sapien arcu sed,
NK0361,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,Ngô Huy Thành,Nicolette,1994-06-16,Nữ,Vĩnh Phúc,Số nhà 41 Đường Nguyễn Văn Cừ Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0361,Chưa xác thực,2022-06-21,"",volutpat sapien arcu sed augue aliquam erat volutpat in congue,
NK0362,,Đỗ Thanh Đan,Hyacinthe,2020-07-21,Nam,Hà Tĩnh,Số nhà 50 Đường Nguyễn Văn Trỗi Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0362,Đã xác thực,2023-01-04,404,,
NK0363,,Đỗ Nhã Hương,,1983-01-08,Nam,Thành phố Hồ Chí Minh,Số nhà 44 Đường Trần Quốc Toản Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0363,Chưa xác thực,2022-08-29,"",,
NK0364,,Ngô Thăng Long,,1980-12-28,Nữ,Tuyên Quang,Số nhà 21 Đường Đồng Khởi Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0364,Đã xác thực,2023-01-21,284,,
NK0365,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,Nguyễn Lâm Viên,Lincoln,1987-09-19,Nam,Thành phố Hồ Chí Minh,Số nhà 10 Đường Nguyễn Văn Trỗi Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0365,Đã xác thực,2022-08-29,51,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,
NK0366,,Đỗ Minh Đan,,1967-05-23,Nữ,Kon Tum,Số nhà 27 Đường Lê Đại Hành Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0366,Chưa xác thực,2022-04-02,"",,
NK0367,,Nguyễn Thế Sơn,,2004-10-09,Nữ,Thành phố Hồ Chí Minh,Số nhà 10 Đường Nguyễn Văn Trỗi Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0367,Đã xác thực,2022-05-29,119,,
NK0368,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,Ngô Thành Doanh,,1995-01-13,Khác,Thái Nguyên,Số nhà 62 Đường Lê Văn Lương Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0368,Đã xác thực,2022-03-23,253,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,
NK0369,erat curabitur gravida nisi at nibh in,Phan Vân Khánh,,1970-02-19,Nữ,Quảng Ngãi,Số nhà 96 Đường Trần Đại Nghĩa Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0369,Chưa xác thực,2022-03-03,"",elementum pellentesque quisque porta volutpat,
NK0370,,Đặng Thùy Giang,Cammie,1969-05-18,Nữ,Hà Nội,Số nhà 35 Đường Đặng Văn Ngữ Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0370,Đã xác thực,2022-03-16,53,,
NK0371,,Đặng Bích Thu,,1976-02-27,Nam,Bình Phước,Số nhà 66 Đường Nguyễn Văn Cừ Phường Quận 4 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0371,Đã xác thực,2022-06-25,139,,
NK0372,,Đỗ Sao Mai,Susanna,1998-10-16,Nữ,Hà Nội,Số nhà 77 Đường Nguyễn Thị Minh Khai Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0372,Chưa xác thực,2022-08-10,"",,
NK0373,,Phan Cẩm Liên,Virgilio,1967-08-28,Nữ,Sóc Trăng,Số nhà 51 Đường Đặng Văn Ngữ Phường Quận 7 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0373,Chưa xác thực,2022-05-21,"",,
NK0374,,Lý Bảo Hiển,,1964-01-26,Khác,Thành phố Hồ Chí Minh,Số nhà 22 Đường Nguyễn Văn Cừ Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0374,Đã xác thực,2022-06-21,411,,
NK0375,,Lê Hữu Hoàng,,1980-04-02,Nữ,Thành phố Hồ Chí Minh,Số nhà 79 Đường Lê Văn Lương Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0375,Đã xác thực,2022-12-31,424,,
NK0376,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,Hồ Tiểu My,,1987-03-10,Nam,Thành phố Hồ Chí Minh,Số nhà 42 Đường Nguyễn Văn Trỗi Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0376,Đã xác thực,2023-01-10,255,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,
NK0377,,Hoàng Từ Ðông,,1983-10-23,Nữ,Hà Nội,Số nhà 72 Đường Trần Đại Nghĩa Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0377,Chưa xác thực,2022-10-15,"",,
NK0378,,Đỗ Trang Linh,,1987-07-06,Nữ,Nghệ An,Số nhà 47 Đường Nguyễn Văn Linh Phường Quận 7 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0378,Chưa xác thực,2022-05-01,"",,
NK0379,,Đỗ Quỳnh Anh,Olly,1975-10-21,Nữ,Trà Vinh,Số nhà 11 Đường Hoàng Văn Thụ Phường Tân Định Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0379,Đã xác thực,2022-07-08,17,,
NK0380,,Phan Vân Du,,2023-02-08,Nữ,Nghệ An,Số nhà 47 Đường Lê Quang Đạo Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Khơ-me,HC0380,Đã xác thực,2022-10-13,7,,
NK0381,,Hoàng Minh Trí,Rancell,1973-07-25,Khác,Hà Nội,Số nhà 13 Đường Nguyễn Văn Cừ Phường Tân Phú Thành phố Đà Nẵng,,Việt Nam,Kinh,HC0381,Đã xác thực,2022-04-05,421,,
NK0382,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,Đỗ Ái Khanh,,2002-09-25,Nữ,Nam Định,Số nhà 37 Đường Trần Nhật Duật Phường Quận 4 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0382,Đã xác thực,2022-12-10,103,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,
NK0383,lorem quisque ut erat curabitur gravida nisi at nibh in,Hoàng Thuận Phong,,2017-10-08,Nam,Bắc Kạn,Số nhà 56 Đường Trần Bình Trọng Phường Quận 3 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0383,Đã xác thực,2022-06-12,315,ac leo pellentesque ultrices mattis odio donec,
NK0384,,Lý Xuân Sơn,May,1966-07-16,Nữ,Thành phố Hồ Chí Minh,Số nhà 32 Đường Nguyễn Văn Cừ Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0384,Đã xác thực,2022-09-05,203,,
NK0385,,Phạm Gia Khiêm,,1968-07-21,Nam,Thành phố Hồ Chí Minh,Số nhà 25 Đường Trần Quốc Toản Phường Quận 4 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0385,Đã xác thực,2022-08-06,476,,
NK0386,,Võ Duy Thanh,,1978-04-22,Nữ,Thành phố Hồ Chí Minh,Số nhà 60 Đường Trần Hưng Đạo Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0386,Đã xác thực,2022-12-07,38,,
NK0387,,Ngô Ðức Nhân,,1972-11-30,Nữ,Cà Mau,Số nhà 57 Đường Nguyễn Văn Linh Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0387,Đã xác thực,2022-10-14,330,,
NK0388,,Lý Vinh Diệu,Athena,2015-01-06,Nữ,Thành phố Hồ Chí Minh,Số nhà 81 Đường Nguyễn Văn Cừ Phường Quận 7 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0388,Chưa xác thực,2022-10-28,"",,
NK0389,,Ngô Trang Tâm,,1972-10-11,Nữ,Nghệ An,Số nhà 64 Đường Nguyễn Thị Minh Khai Phường Quận 7 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0389,Chưa xác thực,2022-06-29,"",,
NK0390,,Đặng Lệ Chi,,1986-04-29,Nữ,Gia Lai,Số nhà 3 Đường Lý Thường Kiệt Phường Phú Thọ Thành phố Hải Phòng,,Việt Nam,Kinh,HC0390,Đã xác thực,2022-08-09,24,,
NK0391,,Hoàng Hữu Bảo,Emmeline,1974-01-31,Khác,Thành phố Hồ Chí Minh,Số nhà 46 Đường Trần Đại Nghĩa Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0391,Chưa xác thực,2022-11-07,"",,
NK0392,,Lý Thế Doanh,Trista,2007-06-16,Nữ,Hà Nội,Số nhà 79 Đường Lê Văn Lương Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0392,Đã xác thực,2022-07-02,87,,
NK0393,nibh in quis justo maecenas,Trần Trí Năng,,1981-12-30,Nữ,Hà Nội,Số nhà 19 Đường Phạm Văn Đồng Phường Tân An Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0393,Đã xác thực,2022-11-17,489,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,
NK0394,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,Lê Giang Sơn,,2019-06-29,Khác,Thành phố Hồ Chí Minh,Số nhà 2 Đường Trần Nhật Duật Phường 1 Thành phố Đà Nẵng,,Việt Nam,Kinh,HC0394,Chưa xác thực,2022-03-12,"",lorem id ligula suspendisse ornare consequat lectus in est risus,
NK0395,,Đỗ Ngọc Liên,,2011-12-07,Nam,Hà Nội,Số nhà 96 Đường Trần Đại Nghĩa Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Thái,HC0395,Chưa xác thực,2022-10-16,"",,
NK0396,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,Hoàng Anh Phương,Trixie,1961-06-05,Nữ,Thành phố Hồ Chí Minh,Số nhà 65 Đường Trần Đại Nghĩa Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0396,Chưa xác thực,2022-06-10,"",eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,
NK0397,,Đặng Huyền Anh,Ezekiel,1993-12-14,Nữ,Hà Nội,Số nhà 12 Đường Trần Hưng Đạo Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Mường,HC0397,Chưa xác thực,2023-01-26,"",,
NK0398,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,Ngô Ðình Nam,Corliss,1994-11-18,Nam,Thành phố Hồ Chí Minh,Số nhà 52 Đường Nguyễn Văn Cừ Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0398,Chưa xác thực,2022-10-19,"",eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,
NK0399,,Phạm Tâm Thiện,Cherish,1983-03-19,Nữ,Đồng Nai,Số nhà 5 Đường Lý Thường Kiệt Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0399,Đã xác thực,2022-10-16,369,,
NK0400,,Đặng Huyền Anh,,1989-10-03,Nam,Tây Ninh,Số nhà 22 Đường Nguyễn Văn Cừ Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0400,Đã xác thực,2022-05-28,134,,
NK0401,,Nguyễn Tuyết Lan,Dimitry,1973-07-02,Nữ,Phú Yên,Số nhà 36 Đường Nguyễn Đình Chiểu Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0401,Chưa xác thực,2022-06-29,"",,
NK0402,,Hồ Trang Linh,Randi,2019-05-05,Nam,Thái Nguyên,Số nhà 63 Đường Trần Quốc Toản Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0402,Chưa xác thực,2022-11-07,"",,
NK0403,,Đỗ Tâm Nguyên,Erich,2006-10-06,Nam,Thành phố Hồ Chí Minh,Số nhà 26 Đường Đặng Văn Ngữ Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0403,Đã xác thực,2022-03-10,35,,
NK0404,,Đỗ Diễm Châu,Elset,1965-03-08,Nam,Vĩnh Long,Số nhà 20 Đường Lê Lợi Phường Quận 3 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0404,Đã xác thực,2022-04-27,132,,
NK0405,,Hoàng Mạnh Dũng,Simon,1984-03-18,Nam,Đồng Tháp,Số nhà 26 Đường Đặng Văn Ngữ Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0405,Đã xác thực,2022-08-09,376,,
NK0406,quisque porta volutpat erat quisque erat,Trần Nhật Tiến,Evey,2017-08-06,Nữ,Quảng Ngãi,Số nhà 50 Đường Nguyễn Văn Trỗi Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0406,Chưa xác thực,2022-11-03,"",augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,
NK0407,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,Hoàng Trung Thành,Larissa,1983-06-10,Nữ,Hậu Giang,Số nhà 30 Đường Trần Bình Trọng Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0407,Đã xác thực,2022-06-12,98,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,
NK0408,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,Ngô Việt Dương,Isobel,1970-02-13,Nam,Thành phố Hồ Chí Minh,Số nhà 6 Đường Trần Hưng Đạo Phường Quận 5 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0408,Chưa xác thực,2022-09-01,"",nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,
NK0409,,Nguyễn Ngọc Ðàn,,1961-10-27,Nam,Cần Thơ,Số nhà 3 Đường Nguyễn Văn Cừ Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0409,Đã xác thực,2023-02-12,431,,
NK0410,,Nguyễn Quang Trường,,2010-05-09,Nữ,Quảng Nam,Số nhà 4 Đường Nguyễn Văn Cừ Phường Quận 3 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0410,Đã xác thực,2022-04-21,99,,
NK0411,,Hoàng Thuỵ Miên,,2002-12-21,Nam,Thành phố Hồ Chí Minh,Số nhà 45 Đường Nguyễn Văn Cừ Phường Tân Bình Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0411,Đã xác thực,2023-01-09,116,,
NK0412,,Đặng Lệ Chi,Hobart,2004-12-25,Nam,Hải Phòng,Số nhà 87 Đường Nguyễn Văn Cừ Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0412,Chưa xác thực,2022-08-01,"",,
NK0413,,Hoàng Quang Hòa,,1980-04-26,Nam,Đà Nẵng,Số nhà 82 Đường Trần Quốc Toản Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0413,Đã xác thực,2023-02-08,281,,
NK0414,donec quis orci eget orci vehicula condimentum curabitur in,Hoàng Anh Duy,Rachael,2013-08-09,Nam,Thành phố Hồ Chí Minh,Số nhà 61 Đường Nguyễn Văn Trỗi Phường Quận 6 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0414,Chưa xác thực,2023-01-24,"",duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,
NK0415,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,Lê Minh Triệu,,1994-01-29,Nam,Thành phố Hồ Chí Minh,Số nhà 18 Đường Trần Quốc Tuấn Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0415,Chưa xác thực,2022-11-26,"",leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,
NK0416,,Phan Đông Nghi,Alyssa,1983-02-21,Nữ,Tiền Giang,Số nhà 26 Đường Đồng Văn Cừ Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0416,Chưa xác thực,2022-05-30,"",,
NK0417,proin eu mi nulla ac enim in,Đỗ Ngọc Liên,Rochette,1977-06-21,Nữ,Hà Nội,Số nhà 19 Đường Hoàng Văn Thụ Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0417,Chưa xác thực,2022-11-28,"",accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,
NK0418,,Võ Quang Hải,Vincent,1978-10-01,Nam,Đồng Tháp,Số nhà 18 Đường Trần Quốc Tuấn Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0418,Chưa xác thực,2022-03-29,"",,
NK0419,,Lý Công Hậu,Cami,1993-04-24,Nam,Thành phố Hồ Chí Minh,Số nhà 73 Đường Lê Văn Lương Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0419,Đã xác thực,2022-06-06,148,,
NK0420,,Phan Thu Oanh,,2014-05-11,Nam,Phú Thọ,Số nhà 46 Đường Trần Nhật Duật Phường Quận 4 Thành phố Hồ Chí Minh,,Việt Nam,Thái,HC0420,Đã xác thực,2022-11-06,21,,
NK0421,ut tellus nulla ut erat,Phan Phước Lộc,,2014-12-23,Nam,Thành phố Hồ Chí Minh,Số nhà 70 Đường Trần Quốc Toản Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0421,Chưa xác thực,2022-07-28,"",porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,
NK0422,,Lý Tường Lân,Evangelia,1982-11-13,Nam,Lâm Đồng,Số nhà 23 Đường Nguyễn Văn Cừ Phường Quận 5 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0422,Đã xác thực,2022-11-26,18,,
NK0423,,Hoàng Bảo Châu,,2003-12-27,Nam,Nghệ An,Số nhà 43 Đường Trần Đại Nghĩa Phường Tân Định Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0423,Đã xác thực,2022-08-07,406,,
NK0424,,Lê Trí Dũng,Virginia,1976-02-13,Nam,Sóc Trăng,Số nhà 71 Đường Nguyễn Thị Minh Khai Phường Quận 8 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0424,Chưa xác thực,2022-11-08,"",,
NK0425,,Hoàng Công Luật,,2007-10-07,Nam,Hải Dương,Số nhà 45 Đường Nguyễn Đình Chiểu Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0425,Chưa xác thực,2022-11-13,"",,
NK0426,,Phan Tâm Ðoan,,1974-07-21,Nữ,Hà Nam,Số nhà 11 Đường Nguyễn Thị Minh Khai Phường Tân An Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0426,Đã xác thực,2023-01-02,374,,
NK0427,,Lý Yên Bằng,,1967-11-18,Nữ,Bình Phước,Số nhà 1 Đường Lê Hồng Phong Phường Bến Thành Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0427,Đã xác thực,2022-04-25,157,,
NK0428,,Lê Cao Thọ,Oran,2010-07-16,Nam,Hà Nội,Số nhà 43 Đường Trần Đại Nghĩa Phường Tân Định Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0428,Chưa xác thực,2022-08-07,"",,
NK0429,,Hoàng Anh Phương,,1965-12-30,Nam,Quảng Bình,Số nhà 91 Đường Lê Văn Lương Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0429,Đã xác thực,2022-10-04,470,,
NK0430,,Ngô Hải Bình,,2011-09-20,Nữ,Hòa Bình,Số nhà 25 Đường Trần Quốc Toản Phường Quận 4 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0430,Chưa xác thực,2023-01-05,"",,
NK0431,,Phan Quốc Đại,,1999-07-28,Nam,Bắc Kạn,Số nhà 80 Đường Trần Bình Trọng Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0431,Chưa xác thực,2022-12-19,"",,
NK0432,,Đỗ Mỹ Anh,Kaiser,1991-07-15,Nữ,Thừa Thiên Huế,Số nhà 87 Đường Nguyễn Văn Cừ Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0432,Chưa xác thực,2022-04-14,"",,
NK0433,,Đặng Thi Xuân,,2010-01-20,Nam,Thành phố Hồ Chí Minh,Số nhà 59 Đường Nguyễn Thị Minh Khai Phường Quận 5 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0433,Chưa xác thực,2022-07-23,"",,
NK0434,,Ngô Phi Cường,,2021-07-07,Nữ,Thành phố Hồ Chí Minh,Số nhà 91 Đường Lê Văn Lương Phường Phú Nhuận Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0434,Chưa xác thực,2023-02-04,"",,
NK0435,,Ngô Thụy Du,,1972-11-17,Nữ,Thành phố Hồ Chí Minh,Số nhà 41 Đường Nguyễn Văn Cừ Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0435,Chưa xác thực,2023-01-27,"",,
NK0436,,Nguyễn Vi Quyên,Welby,1981-04-01,Nữ,Thành phố Hồ Chí Minh,Số nhà 74 Đường Trần Bình Trọng Phường Quận 4 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0436,Đã xác thực,2023-01-28,268,,
NK0437,sed interdum venenatis turpis enim blandit mi in,Lý Ngọc Oanh,,1978-05-02,Nam,Thành phố Hồ Chí Minh,Số nhà 41 Đường Nguyễn Văn Cừ Phường Bình Thạnh Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0437,Chưa xác thực,2022-08-18,"",vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,
NK0438,,Phan Như Quỳnh,,1980-03-14,Nam,Quảng Ninh,Số nhà 81 Đường Nguyễn Văn Cừ Phường Quận 7 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0438,Đã xác thực,2022-06-18,105,,
NK0439,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,Lê Minh Triệu,,1970-08-03,Nam,Thành phố Hồ Chí Minh,Số nhà 13 Đường Nguyễn Văn Cừ Phường Tân Phú Thành phố Đà Nẵng,,Việt Nam,Kinh,HC0439,Chưa xác thực,2022-03-06,"",sed magna at nunc commodo placerat praesent blandit nam nulla integer,
NK0440,,Phan Thanh Tuyền,Sibilla,2011-10-29,Nam,Hà Nội,Số nhà 61 Đường Nguyễn Văn Trỗi Phường Quận 6 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0440,Chưa xác thực,2022-09-11,"",,
NK0441,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,Lý Minh Thái,Garvy,1983-02-02,Nữ,Hà Nội,Số nhà 3 Đường Nguyễn Văn Cừ Phường Tân Phú Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0441,Chưa xác thực,2022-04-18,"",mi nulla ac enim in tempor turpis nec euismod,
NK0442,,Lý Nguyên Ðan,,2000-03-22,Nữ,Bình Thuận,Số nhà 7 Đường Nguyễn Đình Chiểu Phường Quận 2 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0442,Chưa xác thực,2022-08-13,"",,
NK0443,,Phan Lệ Thu,,1967-06-30,Khác,Cần Thơ,Số nhà 37 Đường Trần Nhật Duật Phường Quận 4 Thành phố Hồ Chí Minh,,Việt Nam,Kinh,HC0443,Chưa xác thực,2023-01-03,"",,
